Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std
7573,True,15,2,13,1.0,13,17,0.8,-20,0,1,True,0,0.2533333333333333,0.31592645316516915
7574,True,18,3,64,0.01,13,106,0.25,-12,0,1,False,1,0.4222222222222223,0.3352883843105734
7575,True,17,2,88,0.25,-4,93,0.4,-21,0,1,False,0,0.6705882352941177,0.3869184440588755
7576,True,19,3,15,1.0,15,17,0.1,14,0,1,True,0,0.5473684210526315,0.3820535463527354
7577,True,19,4,0,1.0,0,71,0.1,-11,0,1,False,0,0.4000000000000001,0.38873012632302
7578,True,20,5,18,1.0,18,35,0.8,-33,1,6,False,0,0.75,0.2417044737516849
7579,True,19,4,24,0.05,8,75,0.05,15,0,1,False,0,0.8842105263157897,0.15370663939515444
7580,True,19,5,27,0.9,21,35,0.8,15,0,1,False,0,0.6526315789473685,0.311570254343724
7581,True,19,5,-4,0.99,-8,47,0.1,-12,0,1,False,0,0.4105263157894737,0.4445906192369001
7582,True,15,2,12,1.0,12,79,0.2,-3,3,4,False,0,0.34666666666666673,0.31592645316516915
7583,True,16,2,-2,1.0,-2,6,0.5,-16,0,1,True,0,0.4625,0.33241540277189324
7584,True,18,2,83,0.01,24,60,0.05,20,1,2,False,0,0.32222222222222224,0.3638932544766319
7585,True,16,3,15,1.0,15,75,0.25,3,0,1,False,0,0.5875,0.2872281323269014
7586,True,15,2,-2,0.8,-22,4,0.75,-36,2,5,False,0,0.9466666666666668,0.09154754164341268
7587,True,15,4,11,0.75,2,44,0.01,13,3,2,False,0,0.8800000000000002,0.14735767952260145
7588,True,16,5,97,0.25,-31,11,0.4,-6,0,1,False,0,0.5375,0.3159641329855864
7589,True,16,3,1,1.0,1,68,0.05,-6,0,1,False,0,0.2875,0.3721558813185679
7590,True,16,4,28,1.0,28,25,0.95,16,0,1,False,0,0.15,0.28751811537130434
7591,True,16,4,20,0.8,-20,32,0.5,-13,0,1,False,1,0.4000000000000001,0.2732520204255893
7592,True,15,4,9,1.0,9,22,0.8,17,1,8,False,0,0.8,0.2828427124746189
7593,True,18,3,28,1.0,28,44,0.4,23,0,1,False,0,0.7444444444444446,0.23570226039551584
7594,True,17,3,-3,1.0,-3,1,0.5,-16,1,4,False,0,0.5411764705882354,0.36581898448790856
7595,True,18,3,18,1.0,18,90,0.05,15,1,6,True,0,0.6000000000000001,0.3360672201667224
7596,True,19,5,19,1.0,19,17,0.75,12,1,4,False,0,0.1368421052631579,0.17704527454797006
7597,True,15,4,15,1.0,15,41,0.01,4,1,2,True,0,0.5466666666666667,0.3583028779970269
7598,True,32,3,7,1.0,7,62,0.5,-41,0,1,False,0,0.5125000000000001,0.3405403675564527
7599,True,17,3,20,1.0,20,20,1.0,20,3,5,False,0,0.5529411764705883,0.3842486939776496
7600,True,16,4,11,1.0,11,25,0.01,10,1,6,False,0,0.425,0.36423435679060623
7601,True,19,3,26,1.0,26,94,0.1,18,2,6,False,0,0.4105263157894736,0.32980589719494313
7602,True,20,3,14,1.0,14,12,0.99,-25,3,4,False,0,0.28,0.3750087718272313
7603,True,16,5,-1,1.0,-1,47,0.1,-12,1,2,False,0,0.4375,0.4145278438577236
7604,True,16,5,29,1.0,29,52,0.2,26,0,1,False,0,0.6000000000000001,0.3502380143083653
7605,True,18,5,27,0.9,-2,99,0.25,-4,3,4,True,1,0.4555555555555556,0.3484794233476806
7606,True,16,3,16,1.0,16,97,0.1,8,1,6,False,0,0.5625000000000001,0.42720018726587655
7607,True,17,4,7,0.25,-9,14,0.01,1,0,1,False,0,0.8,0.2345207879911715
7608,True,18,3,20,1.0,20,17,0.99,-17,0,1,False,0,0.13333333333333336,0.2473387769603369
7609,True,32,4,77,0.1,11,63,0.2,10,0,1,False,0,0.5008928571428571,0.28709201237257875
7610,True,16,3,21,0.6,14,94,0.4,-40,3,4,False,0,0.55,0.4226897995772628
7611,True,18,3,7,1.0,7,45,0.2,1,1,8,False,0,0.577777777777778,0.4166470583621467
7612,True,17,5,5,0.9,-16,10,0.05,-4,0,1,True,0,0.4470588235294117,0.35021002102100024
7613,True,20,5,28,1.0,28,57,0.2,22,3,5,False,0,0.5700000000000001,0.4066551623336799
7614,True,18,2,-8,1.0,-8,2,0.75,-17,0,1,False,0,0.5777777777777778,0.41096093353126506
7615,True,16,2,28,1.0,28,34,0.75,-9,1,6,False,0,0.4625,0.3981205847478877
7616,True,15,2,16,1.0,16,81,0.5,-40,0,1,False,0,0.4133333333333333,0.3583028779970269
7617,True,17,3,14,1.0,14,16,0.25,15,2,7,False,0,0.7294117647058824,0.4058397249567139
7618,True,18,3,12,0.9,-6,55,0.1,5,0,1,False,-1,0.5666666666666667,0.42426406871192857
7619,True,16,5,5,1.0,5,10,0.9,-16,3,5,False,0,0.6124999999999999,0.4031128874149275
7620,True,17,5,17,1.0,17,50,0.5,-10,0,1,False,0,0.6,0.36055512754639896
7621,True,15,3,28,0.5,2,26,0.2,10,0,1,False,0,0.24000000000000005,0.3135055251278904
7622,True,16,4,89,0.1,1,14,0.9,-23,0,1,False,0,0.5374999999999999,0.3913651321549566
7623,True,16,3,5,1.0,5,23,0.6,-31,2,6,False,0,0.6,0.4066120181860508
7624,True,17,4,26,1.0,26,53,0.5,-16,0,1,False,0,0.4117647058823529,0.3351909025860794
7625,True,18,2,8,1.0,8,57,0.6,-50,0,1,False,0,0.5777777777777777,0.3873827041533013
7626,True,17,3,-8,1.0,-8,73,0.1,-15,0,1,True,0,0.7999999999999999,0.29154759474226505
7627,True,16,2,50,0.6,-33,42,0.05,20,0,1,False,0,0.7875000000000001,0.26801741236966925
7628,True,16,4,-3,1.0,-3,2,0.99,-41,0,1,False,0,0.8374999999999999,0.32015621187164245
7629,True,16,3,-8,1.0,-8,-12,0.75,-21,0,1,False,0,0.1375,0.21563858652847825
7630,True,19,3,19,1.0,19,16,0.95,2,2,2,False,0,0.18947368421052632,0.32980589719494313
7631,True,18,5,10,1.0,10,77,0.1,-5,1,4,False,0,0.2555555555555556,0.3681787005729087
7632,True,18,2,39,0.2,-16,18,0.4,-12,0,1,False,0,0.7,0.37729688731351946
7633,True,16,3,-6,1.0,-6,-13,0.1,-14,1,4,False,0,0.075,0.204939015319192
7634,True,17,2,14,1.0,14,20,0.4,9,0,1,False,0,0.4470588235294117,0.4155081934493343
7635,True,16,2,22,0.4,4,28,0.5,-16,0,1,False,0,0.1875,0.2872281323269015
7636,True,19,3,33,0.5,-25,92,0.1,-7,0,1,False,0,0.5789473684210525,0.3583588322220884
7637,True,17,2,29,1.0,29,102,0.25,13,3,5,False,0,0.5764705882352942,0.3865381801399214
7638,True,18,3,21,1.0,21,44,0.1,23,0,1,True,0,0.8888888888888888,0.2676452632274753
7639,True,17,5,15,1.0,15,59,0.4,-14,3,5,True,0,0.5882352941176471,0.34978985287808245
7640,True,17,2,28,0.05,13,28,0.1,10,2,5,False,0,0.4,0.4242640687119285
7641,True,16,4,13,1.0,13,19,0.25,9,1,6,False,0,0.5375,0.4364630568559039
7642,True,19,2,15,1.0,15,20,0.2,12,0,1,True,0,0.5052631578947369,0.4075314360206207
7643,True,16,2,-1,1.0,-1,63,0.05,-3,0,1,False,0,0.4375000000000001,0.3739429546512855
7644,True,32,4,17,1.0,17,54,0.5,-30,1,4,False,0,0.5250000000000001,0.3583114521951448
7645,True,16,2,57,0.2,-6,55,0.2,-17,1,4,False,0,0.2125,0.2872281323269014
7646,True,21,3,22,1.0,22,70,0.01,21,0,1,False,0,0.4761904761904762,0.4403461841605555
7647,True,16,4,17,0.05,0,32,0.25,-11,0,1,False,0,0.3500000000000001,0.28751811537130434
7648,True,19,3,24,1.0,24,21,0.95,-6,1,4,False,0,0.08421052631578947,0.18031810747409965
7649,True,17,2,31,0.25,8,32,0.5,-2,1,8,True,0,0.5176470588235293,0.4065637928382935
7650,True,17,4,18,1.0,18,29,0.75,-1,0,1,False,0,0.6588235294117646,0.32221658773527584
7651,True,18,5,-3,1.0,-3,14,0.05,5,3,2,True,0,0.9111111111111108,0.1843554395849908
7652,True,17,5,15,0.75,2,12,1.0,12,0,1,False,0,0.4352941176470588,0.4014678948412129
7653,True,20,3,94,0.01,-9,99,0.2,-22,1,8,False,-1,0.4700000000000001,0.33888361610316586
7654,True,17,4,29,1.0,29,57,0.6,-21,1,8,False,0,0.42352941176470577,0.3527205192583533
7655,True,19,5,53,0.25,18,32,0.99,15,1,2,True,1,0.3894736842105263,0.3430172280126033
7656,True,17,3,45,0.01,29,30,0.9,-5,0,1,False,0,0.2352941176470588,0.3334313581357268
7657,True,16,5,5,1.0,5,2,0.05,-2,2,5,False,0,0.125,0.2294921930407801
7658,True,17,3,24,0.1,14,61,0.25,1,1,2,False,0,0.3764705882352941,0.3800154795608758
7659,True,17,5,18,0.95,4,103,0.25,-2,3,2,False,0,0.29411764705882354,0.33254809470829577
7660,True,19,2,2,0.6,-20,17,0.4,-8,1,2,False,0,0.6736842105263158,0.34775806606694243
7661,True,19,4,-9,1.0,-9,-16,0.8,-23,0,1,False,0,0.16842105263157894,0.29259876125458784
7662,True,20,2,17,1.0,17,95,0.05,21,3,4,False,0,0.6300000000000001,0.4117996446919558
7663,True,17,4,41,0.4,-39,-3,0.4,-19,0,1,False,0,0.25882352941176473,0.3063062673400019
7664,True,18,4,63,0.05,7,14,0.95,3,1,8,False,0,0.7111111111111111,0.3305768378934525
7665,True,17,5,30,1.0,30,55,0.2,28,0,1,False,0,0.5764705882352942,0.4352146191316215
7666,True,17,5,14,0.8,-15,18,0.4,0,1,8,False,0,0.6352941176470589,0.3823303160726799
7667,True,17,4,-7,1.0,-7,1,0.4,-12,0,1,True,0,0.6000000000000002,0.3807886552931953
7668,True,16,2,18,1.0,18,9,0.25,6,1,2,False,0,0.1375,0.23909551787239064
7669,True,15,5,54,0.5,4,40,0.5,14,3,3,False,0,0.4933333333333334,0.3844600418893019
7670,True,18,2,-9,0.8,-13,2,0.5,-13,0,1,False,0,0.7666666666666668,0.2849148479602901
7671,True,17,3,22,1.0,22,21,0.4,16,1,2,False,0,0.22352941176470587,0.3733788487660787
7672,True,17,3,62,0.5,-50,61,0.05,2,1,8,False,0,0.4117647058823529,0.34256815552013964
7673,True,16,3,96,0.2,-9,62,0.5,-26,1,4,True,0,0.4625000000000001,0.3981205847478877
7674,True,17,2,28,1.0,28,49,0.4,25,0,1,False,0,0.7294117647058824,0.3531372004659679
7675,True,17,3,33,0.01,5,28,0.1,0,0,1,False,0,0.15294117647058825,0.2400980191995124
7676,True,15,5,20,0.05,4,17,0.4,-5,0,1,True,0,0.18666666666666668,0.28751811537130434
7677,True,16,2,-3,1.0,-3,0,0.95,-19,2,5,True,0,0.7375,0.3913651321549567
7678,True,15,3,18,0.1,-12,-9,1.0,-9,2,8,False,0,0.6933333333333334,0.4463609472591607
7679,True,17,2,15,1.0,15,16,0.99,-10,1,8,False,0,0.4941176470588234,0.4190324990906047
7680,True,17,2,65,0.1,12,30,0.8,-31,0,1,False,0,0.32941176470588235,0.3601470287992686
7681,True,19,2,-8,1.0,-8,61,0.2,-21,0,1,True,0,0.8315789473684212,0.23345861298441786
7682,True,15,5,26,0.1,3,84,0.25,-33,0,1,True,0,0.4933333333333334,0.376955220278534
7683,True,16,2,23,0.05,-8,1,0.25,-10,0,1,False,1,0.3375,0.4112987559751022
7684,True,18,2,2,1.0,2,4,0.99,-6,0,1,False,0,0.7777777777777778,0.3812603796936983
7685,True,17,4,-10,1.0,-10,23,0.25,-23,0,1,False,0,0.6352941176470589,0.34810410883561155
7686,True,17,4,12,1.0,12,16,0.99,-19,1,2,True,0,0.3647058823529412,0.3334313581357268
7687,True,16,2,20,1.0,20,30,0.1,22,2,4,False,0,0.7875,0.35378901433858384
7688,True,16,5,4,0.1,-9,0,0.5,-12,1,4,False,1,0.575,0.41231056256176596
7689,True,17,5,30,0.5,-36,2,0.95,-23,0,1,False,0,0.611764705882353,0.3838657853683636
7690,True,16,2,6,1.0,6,19,0.25,6,0,1,False,0,0.8875,0.1927865832122834
7691,True,15,2,62,0.2,-18,6,0.05,-2,2,3,False,0,0.56,0.35617010382279823
7692,True,17,5,0,1.0,0,30,0.4,-26,0,1,True,0,0.611764705882353,0.36380343755449945
7693,True,15,5,42,0.2,27,56,0.4,6,1,8,False,0,0.4933333333333334,0.4061433010064071
7694,True,16,2,-6,1.0,-6,-5,0.01,-5,1,4,True,0,0.7,0.35777087639996635
7695,True,17,5,17,1.0,17,40,0.25,14,1,2,True,0,0.7882352941176469,0.32764758686196754
7696,True,16,3,15,1.0,15,25,0.25,16,1,2,False,0,0.775,0.3492849839314596
7697,True,16,2,16,1.0,16,54,0.5,-23,1,6,False,0,0.3375,0.2895398648430529
7698,True,17,2,-10,1.0,-10,20,0.4,-37,2,2,True,0,0.6823529411764707,0.3395498750508662
7699,True,18,3,5,1.0,5,90,0.25,-23,0,1,False,0,0.3888888888888889,0.4142873241219246
7700,True,16,5,4,1.0,4,17,0.4,-7,1,2,False,0,0.3875,0.29636688973860315
7701,True,16,2,-10,1.0,-10,33,0.4,-34,0,1,False,0,0.5500000000000002,0.2683281572999748
7702,True,17,3,77,0.01,30,53,0.25,34,0,1,True,0,0.6352941176470589,0.3888141851684879
7703,True,17,5,27,1.0,27,31,0.01,24,2,6,True,0,0.776470588235294,0.33824808159970743
7704,True,16,4,32,0.25,27,56,0.6,-4,2,7,False,0,0.7375000000000002,0.3480900266693469
7705,True,16,5,-4,1.0,-4,42,0.05,-10,0,1,False,0,0.325,0.3415650255319866
7706,True,18,2,-4,0.4,-9,-3,0.4,-18,3,5,False,0,0.2222222222222222,0.3281957012220812
7707,True,16,5,-6,1.0,-6,-10,0.8,-15,2,6,False,0,0.4875,0.4379878232706171
7708,True,16,2,4,1.0,4,12,0.8,-13,0,1,False,0,0.35000000000000003,0.31411250638372656
7709,True,16,3,23,1.0,23,84,0.1,31,1,6,False,0,0.8625,0.27049337638224463
7710,True,16,4,23,1.0,23,40,0.25,13,0,1,False,0,0.5750000000000001,0.3492849839314596
7711,True,16,2,12,1.0,12,25,0.1,6,1,2,True,0,0.5750000000000001,0.3855731664245668
7712,True,15,5,63,0.1,-7,18,0.05,-4,2,7,True,0,0.7466666666666667,0.31592645316516915
7713,True,15,2,-9,1.0,-9,73,0.1,-18,1,6,False,0,0.6,0.32950178841916555
7714,True,16,3,21,1.0,21,17,0.25,13,1,2,True,0,0.1625,0.2753785273643051
7715,True,17,4,48,0.01,19,19,1.0,19,1,2,False,0,0.1647058823529412,0.2667891875399663
7716,True,17,3,64,0.6,-36,40,0.75,-20,1,4,False,-1,0.4470588235294117,0.4032952501871668
7717,True,15,4,1,1.0,1,11,0.75,-16,3,5,False,0,0.64,0.3718678720805473
7718,True,18,5,14,1.0,14,14,0.99,-33,1,4,False,0,0.3555555555555556,0.3914110555146405
7719,True,16,2,9,0.8,-7,45,0.01,4,0,1,False,1,0.625,0.3568379650952703
7720,True,18,5,22,1.0,22,83,0.1,21,2,5,False,0,0.6111111111111112,0.4199284097093762
7721,True,18,2,18,1.0,18,31,0.5,14,0,1,False,0,0.8,0.34978985287808245
7722,True,16,4,29,0.75,-2,32,0.75,-21,1,8,False,0,0.475,0.37859388972001823
7723,True,15,3,-5,1.0,-5,-10,0.25,-15,0,1,False,0,0.14666666666666664,0.2669046557070432
7724,True,16,4,41,0.25,9,73,0.4,-12,0,1,False,-1,0.35000000000000003,0.3687817782917155
7725,True,16,4,32,0.75,24,28,0.75,17,0,1,False,1,0.2125,0.32223180062391943
7726,True,15,5,5,1.0,5,50,0.1,0,0,1,True,0,0.5866666666666666,0.39617216074881
7727,True,16,5,32,0.75,24,68,0.01,28,3,3,False,1,0.625,0.3924283374069717
7728,True,20,3,-10,1.0,-10,30,0.4,-24,1,6,False,0,0.7500000000000001,0.3170588522490323
7729,True,17,2,-7,1.0,-7,-5,0.25,-15,1,6,False,0,0.2352941176470588,0.2849148479602902
7730,True,15,2,2,1.0,2,29,0.01,6,3,6,False,0,0.92,0.18205179796655988
7731,True,16,4,-3,1.0,-3,25,0.2,-5,1,6,False,0,0.6875,0.4318564576337837
7732,True,17,2,73,0.25,1,28,0.25,9,2,5,False,0,0.5529411764705882,0.3907007279536723
7733,True,17,5,-8,1.0,-8,13,0.4,-23,0,1,False,0,0.4235294117647059,0.35272051925835324
7734,True,16,2,27,0.05,11,7,0.99,-26,2,6,True,0,0.2375,0.3442382895611701
7735,True,15,5,30,0.99,16,87,0.05,37,0,1,False,1,0.8,0.3116774889895918
7736,True,15,4,-3,0.8,-22,54,0.01,2,0,1,True,-1,1.0,0.0
7737,True,17,3,15,1.0,15,29,0.8,-30,0,1,True,0,0.2705882352941177,0.2823223022592108
7738,True,17,3,27,1.0,27,84,0.2,15,0,1,False,0,0.4235294117647059,0.4235702594681104
7739,True,17,3,-8,0.75,-16,0,0.01,-12,2,3,True,-1,0.776470588235294,0.3455600739464592
7740,True,15,4,24,1.0,24,40,0.8,-14,1,6,False,0,0.5333333333333333,0.3976119189552021
7741,True,17,4,16,0.4,11,56,0.4,-30,0,1,False,0,0.31764705882352945,0.3678234870791408
7742,True,19,5,-6,1.0,-6,34,0.2,-5,0,1,False,0,0.9368421052631579,0.13420765964144055
7743,True,16,3,15,1.0,15,30,0.25,-3,0,1,True,0,0.2125,0.26801741236966925
7744,True,20,3,44,0.4,9,51,0.4,16,0,1,False,-1,0.78,0.310517395054736
7745,True,16,3,8,1.0,8,4,0.8,-3,0,1,False,0,0.08750000000000001,0.20615528128088292
7746,True,16,3,12,0.4,9,10,1.0,10,1,8,False,0,0.4625,0.4047633053197057
7747,True,15,3,60,0.4,0,16,0.5,14,0,1,True,0,0.6133333333333334,0.33352375513311683
7748,True,15,2,34,0.05,8,103,0.05,7,0,1,False,-1,0.6266666666666667,0.3990464825532174
7749,True,17,3,-2,1.0,-2,33,0.25,-12,0,1,False,0,0.6588235294117647,0.3857765278134022
7750,True,16,5,41,0.01,20,32,0.1,15,0,1,False,1,0.2125,0.3138470965295043
7751,True,15,3,11,1.0,11,19,0.75,6,0,1,False,0,0.7866666666666667,0.3335237551331168
7752,True,19,2,12,1.0,12,46,0.5,-20,0,1,False,0,0.2947368421052632,0.32909587291130143
7753,True,16,2,27,1.0,27,46,0.25,19,1,8,False,0,0.6,0.4560701700396552
7754,True,16,2,13,0.99,12,61,0.05,18,0,1,False,0,0.9375,0.25
7755,True,16,3,19,1.0,19,31,0.75,-6,0,1,False,0,0.5750000000000001,0.26204325342711393
7756,True,18,3,12,1.0,12,16,0.4,14,1,4,False,0,0.8444444444444444,0.24307399556567424
7757,True,17,4,19,1.0,19,29,0.5,14,0,1,True,0,0.7294117647058824,0.3670229997601529
7758,True,16,3,10,0.75,-31,2,0.9,-47,1,6,False,0,0.475,0.3991657967979388
7759,True,16,2,23,1.0,23,32,0.5,25,1,4,False,0,0.9625,0.08062257748298546
7760,True,17,4,30,1.0,30,91,0.25,17,1,8,False,0,0.3058823529411765,0.3682230781660998
7761,True,17,2,19,1.0,19,28,0.95,3,0,1,False,0,0.8,0.24494897427831785
7762,True,16,5,-6,1.0,-6,1,0.6,-24,0,1,False,0,0.6625000000000001,0.33241540277189324
7763,True,16,3,24,1.0,24,25,0.5,22,1,6,False,0,0.35000000000000003,0.4226897995772628
7764,True,16,5,18,1.0,18,21,0.99,21,1,4,True,0,0.8375,0.3518996068956789
7765,True,16,4,11,0.75,-1,49,0.25,-2,0,1,False,0,0.4,0.3651483716701108
7766,True,16,3,31,0.25,11,41,0.01,19,0,1,True,0,0.7125,0.3263433774416144
7767,True,18,5,0,1.0,0,0,0.25,-16,0,1,False,0,0.03333333333333334,0.07669649888473705
7768,True,16,2,50,0.4,12,79,0.25,6,2,6,True,0,0.7750000000000001,0.2909753712372693
7769,True,15,5,27,1.0,27,55,0.25,17,2,7,False,0,0.5999999999999999,0.42761798705987897
7770,True,16,3,64,0.01,20,33,0.99,3,0,1,False,0,0.7895833333333334,0.29657770201640804
7771,True,17,2,24,1.0,24,29,0.2,15,1,6,False,0,0.2941176470588236,0.33254809470829577
7772,True,19,2,46,0.25,21,36,0.01,28,3,2,True,0,0.7578947368421053,0.33051439617945744
7773,True,16,5,5,0.6,0,94,0.25,-28,1,2,False,0,0.425,0.3714835124201342
7774,True,17,2,21,0.75,-15,15,0.99,4,0,1,True,0,0.6117647058823531,0.3838657853683636
7775,True,16,4,3,1.0,3,20,0.6,-18,1,6,False,0,0.575,0.3336665001664588
7776,True,19,2,1,0.8,-19,41,0.1,0,1,8,False,0,0.863157894736842,0.2314460011795155
7777,True,17,2,29,0.2,21,22,0.5,21,1,2,False,0,0.35294117647058826,0.4331824775121096
7778,True,18,4,9,1.0,9,13,0.8,2,0,1,True,0,0.4777777777777778,0.4346134936801766
7779,True,20,2,10,0.6,-33,11,0.5,-24,0,1,False,0,0.4899999999999999,0.3462581938988669
7780,True,17,5,47,0.05,-7,-4,1.0,-4,0,1,False,0,0.34117647058823536,0.34470788997608504
7781,True,17,2,17,0.1,-12,57,0.2,-29,3,5,False,0,0.5058823529411764,0.4130232866245167
7782,True,19,4,25,1.0,25,31,0.5,16,1,6,True,0,0.6105263157894737,0.31604278339438874
7783,True,20,2,6,1.0,6,36,0.1,7,0,1,False,0,0.8999999999999998,0.18918106058538345
7784,True,16,5,4,1.0,4,43,0.05,7,3,6,True,0,0.9125,0.2526525941551627
7785,True,15,3,22,1.0,22,34,0.5,-5,0,1,False,0,0.2266666666666667,0.2914659173083209
7786,True,16,4,23,0.75,-5,36,0.01,1,0,1,True,0,0.4625,0.3159641329855864
7787,True,17,4,-5,1.0,-5,6,0.8,-32,1,2,False,0,0.6588235294117647,0.4169214907051023
7788,True,16,3,-8,1.0,-8,0,0.75,-21,0,1,False,0,0.7250000000000001,0.3714835124201342
7789,True,19,4,23,1.0,23,32,0.05,18,0,1,False,0,0.37894736842105264,0.4263266188791316
7790,True,17,3,12,1.0,12,100,0.2,-3,1,6,False,0,0.2941176470588236,0.33254809470829577
7791,True,16,3,1,1.0,1,15,0.8,-22,1,8,False,0,0.7124999999999999,0.3008321791298265
7792,True,16,4,-8,1.0,-8,7,0.1,-3,1,4,False,0,1.0,0.0
7793,True,16,5,12,1.0,12,78,0.05,5,0,1,True,0,0.625,0.37148351242013417
7794,True,17,2,-7,1.0,-7,75,0.1,-21,0,1,False,0,0.31764705882352945,0.3811746550428804
7795,True,17,2,32,0.75,15,47,0.01,22,0,1,False,0,0.31764705882352945,0.3678234870791408
7796,True,16,3,30,1.0,30,51,0.1,27,3,3,False,0,0.6499999999999999,0.3966526608171605
7797,True,16,2,-10,1.0,-10,116,0.2,-45,0,1,False,0,0.4375,0.3739429546512855
7798,True,32,5,-10,1.0,-10,-5,0.01,-14,0,1,True,0,0.5687499999999999,0.3296503524019195
7799,True,16,5,97,0.2,1,20,0.99,2,1,8,False,-1,0.4500000000000001,0.3829708431025353
7800,True,16,5,1,1.0,1,-3,0.01,-4,0,1,False,0,0.037500000000000006,0.10878112581387146
7801,True,17,3,1,1.0,1,31,0.05,-7,1,2,True,0,0.5529411764705884,0.3710081654405054
7802,True,18,4,24,1.0,24,66,0.2,17,1,6,False,0,0.7000000000000001,0.4072865734850297
7803,True,15,4,-7,1.0,-7,60,0.4,-43,0,1,False,0,0.7599999999999999,0.2164651077128664
7804,True,19,3,29,1.0,29,35,0.9,-38,0,1,False,0,0.34736842105263155,0.3878264518120781
7805,True,17,3,-8,1.0,-8,24,0.1,-13,0,1,True,0,0.6705882352941177,0.35313720046596786
7806,True,18,3,7,1.0,7,19,0.5,4,3,3,False,0,0.7,0.37729688731351946
7807,True,16,3,20,1.0,20,35,0.6,-22,0,1,True,0,0.25,0.2476556749467561
7808,True,16,4,3,1.0,3,47,0.1,-5,3,5,False,0,0.175,0.30876096471758435
7809,True,16,2,4,1.0,4,67,0.01,1,3,6,False,0,0.4375000000000001,0.3442382895611701
7810,True,15,2,88,0.4,-20,38,0.6,-30,2,3,False,-1,0.3466666666666667,0.4033195589934446
7811,True,15,4,1,1.0,1,4,0.9,0,3,4,True,0,0.64,0.30425553170226594
7812,True,15,4,46,0.4,-21,46,0.5,-33,0,1,False,0,0.5733333333333334,0.3369329451445933
7813,True,16,2,1,1.0,1,9,0.5,5,3,4,True,0,0.6625,0.3913651321549567
7814,True,16,4,1,1.0,1,26,0.25,-11,1,4,False,0,0.3875,0.34616951531487195
7815,True,18,5,22,0.75,7,35,0.5,9,0,1,False,0,0.5222222222222223,0.4123898149531875
7816,True,16,3,15,1.0,15,21,0.8,-27,2,3,False,0,0.3625,0.4080441152620633
7817,True,15,3,20,0.8,-21,15,0.8,-5,0,1,True,0,0.3600000000000001,0.3397478056273085
7818,True,16,5,1,1.0,1,15,0.75,1,0,1,False,0,0.8625,0.202895703913776
7819,True,15,5,17,1.0,17,17,0.8,-7,1,4,True,0,0.17333333333333334,0.2914659173083209
7820,True,16,5,66,0.01,-1,3,0.99,-35,1,4,False,0,0.7249999999999999,0.34156502553198664
7821,True,15,3,19,0.9,10,82,0.01,11,1,4,False,1,0.2,0.29277002188456
7822,True,16,3,24,0.75,23,44,0.4,22,0,1,True,0,0.675,0.4187282332651254
7823,True,16,2,19,1.0,19,38,0.6,-22,1,4,False,0,0.4249999999999999,0.3
7824,True,16,4,16,0.4,-6,3,1.0,3,1,4,False,0,0.7125,0.3575378767813745
7825,True,16,2,14,0.25,1,18,0.25,-13,0,1,False,0,0.13749999999999998,0.20289570391377604
7826,True,15,2,22,1.0,22,23,0.8,10,0,1,False,0,0.3466666666666667,0.4501851470969102
7827,True,15,2,25,1.0,25,44,0.5,4,3,4,False,0,0.4133333333333333,0.35830287799702704
7828,True,16,2,17,1.0,17,12,0.99,-19,2,5,False,0,0.4,0.32659863237109044
7829,True,17,2,6,1.0,6,23,0.05,3,3,3,False,0,0.5176470588235295,0.3876778529230924
7830,True,17,4,15,0.4,-17,62,0.1,-14,1,4,False,0,0.35294117647058826,0.3203857968504993
7831,True,15,4,11,0.9,0,34,0.25,3,1,4,True,0,0.6666666666666666,0.3177300441449958
7832,True,15,3,4,1.0,4,2,0.99,-4,1,2,True,0,0.13333333333333333,0.17994708216848748
7833,True,17,4,65,0.05,-13,-9,1.0,-9,1,2,False,0,0.4352941176470588,0.3258473117707668
7834,True,16,2,24,1.0,24,39,0.5,17,0,1,False,0,0.6125,0.35378901433858384
7835,True,17,5,84,0.01,25,75,0.2,18,0,1,False,0,0.4823529411764706,0.3745585637080787
7836,True,19,3,-5,1.0,-5,30,0.1,0,1,2,True,0,0.9368421052631579,0.11647854507156373
7837,True,18,3,11,0.2,6,76,0.25,-10,1,6,False,-1,0.3666666666666667,0.3235828832817663
7838,True,16,4,-6,1.0,-6,-6,0.8,-17,0,1,False,0,0.30000000000000004,0.3723797345005051
7839,True,16,5,-2,0.1,-8,-3,0.99,-31,0,1,False,0,0.625,0.3924283374069717
7840,True,16,2,29,1.0,29,63,0.4,17,1,4,False,0,0.55,0.33065591380365983
7841,True,16,2,25,0.6,2,14,0.8,2,1,8,False,0,0.2625,0.3480900266693469
7842,True,19,3,6,1.0,6,28,0.05,6,1,2,False,0,0.8105263157894738,0.3430172280126033
7843,True,15,3,-2,1.0,-2,12,0.6,-23,0,1,False,0,0.4666666666666667,0.3265986323710904
7844,True,19,2,90,0.1,-12,22,0.6,-13,0,1,True,0,0.5368421052631579,0.39470175282637215
7845,True,18,4,-2,1.0,-2,25,0.5,-17,2,3,False,0,0.8,0.2376354103144018
7846,True,19,2,5,0.99,-3,59,0.2,-13,2,5,False,0,0.4421052631578948,0.414079688350073
7847,True,16,3,85,0.25,8,27,0.4,24,0,1,False,0,0.7000000000000001,0.2921186973360886
